country_txt,iyear,provstate
Pakistan,1997,Sindh
Colombia,1997,Bogota
Colombia,1997,Risaralda
Colombia,1997,Huila
France,1997,Corsica
France,1997,Corsica
France,1997,Corsica
Philippines,1997,Sulu
Philippines,1997,Sulu
Algeria,1997,Mascara
Colombia,1997,Magdalena
Peru,1997,Lima
Peru,1997,La Libertad
Peru,1997,Lima
Philippines,1997,Lanao del Sur
India,1997,Jammu and Kashmir
India,1997,Assam
Pakistan,1997,Sindh
Colombia,1997,Bolivar
Colombia,1997,Santander
Peru,1997,Lima
United States,1997,Arkansas
Algeria,1997,Boumerdes
Algeria,1997,Chlef
Algeria,1997,Medea
Colombia,1997,Norte de Santander
France,1997,Aquitaine
Peru,1997,Lima
Colombia,1997,Antioquia
Colombia,1997,Cesar
Pakistan,1997,Sindh
Somalia,1997,Bay
Algeria,1997,Algiers
Colombia,1997,Antioquia
Colombia,1997,Putumayo
Colombia,1997,Narino
Somalia,1997,Banaadir
Turkey,1997,Sirnak
Algeria,1997,Algiers
Colombia,1997,Cesar
Colombia,1997,Cundinamarca
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
France,1997,Provence-Alpes-Cote d'Azur
United Kingdom,1997,Northern Ireland
Peru,1997,Callao
Algeria,1997,Algiers
Colombia,1997,Antioquia
Colombia,1997,Antioquia
India,1997,Jammu and Kashmir
Philippines,1997,Metropolitian Manila
Spain,1997,Andalusia
Sri Lanka,1997,North Eastern
Colombia,1997,Boyaca
Colombia,1997,Santander
India,1997,Jammu and Kashmir
Iraq,1997,Sulaymaniyah
Colombia,1997,Antioquia
Algeria,1997,Djelfa
India,1997,Punjab
Pakistan,1997,Punjab
Colombia,1997,Narino
Colombia,1997,Cundinamarca
India,1997,Manipur
India,1997,Assam
Pakistan,1997,Sindh
Pakistan,1997,Punjab
Colombia,1997,Huila
Colombia,1997,Huila
India,1997,Himachal Pradesh
United Kingdom,1997,Northern Ireland
Pakistan,1997,Punjab
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Sri Lanka,1997,Northern
Sri Lanka,1997,Northern
Sri Lanka,1997,Northern
Algeria,1997,Chlef
Colombia,1997,Santander
Pakistan,1997,Punjab
Pakistan,1997,Punjab
Pakistan,1997,Sindh
Peru,1997,Ayacucho
Colombia,1997,Antioquia
United Kingdom,1997,Northern Ireland
Pakistan,1997,Punjab
Pakistan,1997,Punjab
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Sri Lanka,1997,North Eastern
Algeria,1997,Blida
Algeria,1997,Algiers
Colombia,1997,Antioquia
Colombia,1997,Arauca
Colombia,1997,Antioquia
Pakistan,1997,Punjab
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Spain,1997,Basque Country
Spain,1997,Basque Country
Algeria,1997,Tipaza
Algeria,1997,Tipaza
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Casanare
India,1997,Jammu and Kashmir
Philippines,1997,Sarangani
Colombia,1997,Bolivar
United Kingdom,1997,Northern Ireland
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Philippines,1997,Maguindanao
Philippines,1997,Sarangani
Sri Lanka,1997,Eastern
Algeria,1997,Algiers
Algeria,1997,Algiers
India,1997,Assam
Philippines,1997,Lanao del Norte
India,1997,Jammu and Kashmir
United Kingdom,1997,Northern Ireland
United Kingdom,1997,Northern Ireland
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Algeria,1997,Blida
Colombia,1997,Valle del Cauca
France,1997,Corsica
Algeria,1997,Algiers
Colombia,1997,Santander
India,1997,Delhi
Somalia,1997,Banaadir
Algeria,1997,Blida
India,1997,Delhi
United Kingdom,1997,Northern Ireland
Colombia,1997,Antioquia
Colombia,1997,Meta
Colombia,1997,Magdalena
Colombia,1997,Cordoba
Colombia,1997,Casanare
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Spain,1997,Catalonia
Turkey,1997,Istanbul
Turkey,1997,Istanbul
Colombia,1997,Huila
Colombia,1997,Antioquia
Pakistan,1997,Sindh
Algeria,1997,Tissimsilt
Algeria,1997,M'Sila
Colombia,1997,Antioquia
Pakistan,1997,Punjab
Pakistan,1997,Punjab
Pakistan,1997,Punjab
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Turkey,1997,Batman
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Bogota
India,1997,Delhi
Pakistan,1997,Sindh
Turkey,1997,Istanbul
Algeria,1997,Algiers
Algeria,1997,Boumerdes
United Kingdom,1997,Northern Ireland
Pakistan,1997,Azad Kashmir
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Philippines,1997,Maguindanao
Algeria,1997,Medea
Algeria,1997,Algiers
Colombia,1997,Magdalena
Pakistan,1997,Sindh
India,1997,Jammu and Kashmir
India,1997,Rajasthan
India,1997,Rajasthan
Pakistan,1997,Punjab
Pakistan,1997,Punjab
Turkey,1997,Istanbul
Colombia,1997,Caqueta
Colombia,1997,Meta
India,1997,Nagaland
Pakistan,1997,Punjab
Pakistan,1997,Punjab
Colombia,1997,Bolivar
India,1997,Andhra Pradesh
India,1997,Jammu and Kashmir
Pakistan,1997,Punjab
Philippines,1997,Metropolitian Manila
Sri Lanka,1997,Northern
Colombia,1997,Caldas
Colombia,1997,Risaralda
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Santander
Colombia,1997,Valle del Cauca
Colombia,1997,Valle del Cauca
Colombia,1997,Valle del Cauca
Spain,1997,Basque Country
India,1997,Manipur
Pakistan,1997,Punjab
Algeria,1997,Blida
Colombia,1997,Cesar
India,1997,Manipur
Turkey,1997,Kirikkale
India,1997,Assam
Pakistan,1997,Sindh
Pakistan,1997,Punjab
Algeria,1997,Algiers
Algeria,1997,Medea
Algeria,1997,Medea
Algeria,1997,Medea
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Santander
Colombia,1997,Santander
Colombia,1997,Santander
Egypt,1997,Minya
India,1997,Jammu and Kashmir
India,1997,Jammu and Kashmir
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Sri Lanka,1997,Eastern
United Kingdom,1997,Northern Ireland
Colombia,1997,Arauca
Colombia,1997,Arauca
India,1997,Manipur
United Kingdom,1997,Northern Ireland
Pakistan,1997,Sindh
Algeria,1997,Blida
Colombia,1997,Antioquia
Colombia,1997,Bolivar
United Kingdom,1997,Northern Ireland
India,1997,Assam
India,1997,Punjab
United Kingdom,1997,Northern Ireland
United Kingdom,1997,Northern Ireland
United Kingdom,1997,Northern Ireland
United Kingdom,1997,Northern Ireland
United Kingdom,1997,Northern Ireland
Spain,1997,Basque Country
Colombia,1997,Bolivar
Colombia,1997,Santander
Colombia,1997,Antioquia
Colombia,1997,Valle del Cauca
India,1997,Punjab
Spain,1997,Catalonia
Algeria,1997,Algiers
Algeria,1997,Tiaret
Spain,1997,Basque Country
Colombia,1997,Arauca
United Kingdom,1997,Northern Ireland
United Kingdom,1997,Northern Ireland
Pakistan,1997,Sindh
Sri Lanka,1997,Northern
Sri Lanka,1997,Eastern
Algeria,1997,Medea
France,1997,Corsica
India,1997,Delhi
Pakistan,1997,Punjab
Algeria,1997,Boumerdes
Algeria,1997,Chlef
Sri Lanka,1997,Central
India,1997,Delhi
India,1997,Delhi
Turkey,1997,Istanbul
Algeria,1997,Algiers
Colombia,1997,Valle del Cauca
Colombia,1997,Valle del Cauca
Colombia,1997,Valle del Cauca
India,1997,Jammu and Kashmir
India,1997,Jammu and Kashmir
United Kingdom,1997,Northern Ireland
Pakistan,1997,Punjab
Colombia,1997,Bogota
Egypt,1997,Minya
United Kingdom,1997,Northern Ireland
India,1997,Jammu and Kashmir
India,1997,Manipur
Pakistan,1997,Punjab
Philippines,1997,Lanao del Sur
Colombia,1997,Antioquia
Philippines,1997,Cebu
Philippines,1997,Sarangani
Spain,1997,Basque Country
Algeria,1997,Blida
Colombia,1997,Antioquia
Colombia,1997,Huila
India,1997,Punjab
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Somalia,1997,Banaadir
Spain,1997,Catalonia
Colombia,1997,Valle del Cauca
Colombia,1997,Valle del Cauca
Algeria,1997,Tlemcen
Algeria,1997,Tlemcen
Colombia,1997,Choco
Colombia,1997,Meta
Pakistan,1997,Punjab
Pakistan,1997,Punjab
Pakistan,1997,Punjab
Sri Lanka,1997,Eastern
Colombia,1997,Santander
India,1997,Uttar Pradesh
Pakistan,1997,Sindh
Spain,1997,Asturias
Turkey,1997,Istanbul
Algeria,1997,Blida
Algeria,1997,Blida
United States,1997,Oregon
India,1997,Delhi
India,1997,Nagaland
United States,1997,Alabama
Egypt,1997,Minya
Pakistan,1997,Punjab
United Kingdom,1997,Northern Ireland
Colombia,1997,Santander
Somalia,1997,Hiiraan
Colombia,1997,Bogota
Colombia,1997,Antioquia
Colombia,1997,Antioquia
United States,1997,California
Yemen,1997,Sanaa
Colombia,1997,Cesar
Philippines,1997,Bulacan
Philippines,1997,Sarangani
Algeria,1997,Sidi Bel Abbes
Algeria,1997,Blida
Algeria,1997,Ain Temouchent
Algeria,1997,Blida
Colombia,1997,Antioquia
United Kingdom,1997,Northern Ireland
India,1997,Haryana
Colombia,1997,Santander
Algeria,1997,Sidi Bel Abbes
Colombia,1997,Cesar
Pakistan,1997,Punjab
Algeria,1997,Algiers
Algeria,1997,Algiers
Algeria,1997,Blida
Colombia,1997,Norte de Santander
United Kingdom,1997,Northern Ireland
Algeria,1997,Ain Tecmouchent
Colombia,1997,Sucre
Colombia,1997,Sucre
Turkey,1997,Kirsehir
Colombia,1997,Santander
Algeria,1997,Blida
Algeria,1997,Djelfa
Colombia,1997,Cesar
Colombia,1997,Cundinamarca
Pakistan,1997,Punjab
Algeria,1997,Blida
Algeria,1997,Ain Defla
Pakistan,1997,Punjab
Pakistan,1997,Punjab
Pakistan,1997,Sindh
Algeria,1997,Tiaret
Colombia,1997,Bogota
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Philippines,1997,Metropolitian Manila
Algeria,1997,Blida
Nigeria,1997,Rivers
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Punjab
Pakistan,1997,Punjab
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Punjab
Algeria,1997,Blida
Colombia,1997,Bogota
Colombia,1997,Bogota
Colombia,1997,Antioquia
India,1997,Maharashtra
Algeria,1997,M'Sila
Algeria,1997,Tlemcen
Algeria,1997,Chlef
Algeria,1997,Medea
Algeria,1997,Djelfa
Colombia,1997,Antioquia
India,1997,Andhra Pradesh
Philippines,1997,Zamboanga del Sur
Algeria,1997,Djelfa
Algeria,1997,Djelfa
Algeria,1997,Tizi Ouzou
Colombia,1997,Norte de Santander
Colombia,1997,Magdalena
Pakistan,1997,Punjab
Pakistan,1997,Punjab
Spain,1997,Aragon
Algeria,1997,Blida
Peru,1997,Amazonas
Philippines,1997,Rizal
Colombia,1997,Magdalena
Colombia,1997,Risaralda
Colombia,1997,Atlantico
India,1997,Assam
India,1997,Tamil Nadu
India,1997,Jammu and Kashmir
India,1997,Jammu and Kashmir
India,1997,Assam
India,1997,Assam
Turkey,1997,Van
Algeria,1997,Blida
Algeria,1997,Algiers
Algeria,1997,Ain Defla
Colombia,1997,Arauca
Colombia,1997,Magdalena
Colombia,1997,Cundinamarca
India,1997,Tamil Nadu
India,1997,Jammu and Kashmir
Thailand,1997,Bangkok
Colombia,1997,Atlantico
Colombia,1997,Cesar
India,1997,Assam
Thailand,1997,Bangkok
Yemen,1997,Abyan
Colombia,1997,Meta
Colombia,1997,Antioquia
India,1997,Assam
India,1997,Assam
India,1997,Assam
India,1997,Assam
India,1997,Assam
India,1997,Tripura
Iraq,1997,Sulaymaniyah
Somalia,1997,Galguduud
Thailand,1997,Bangkok
Yemen,1997,Amran
Colombia,1997,Antioquia
India,1997,Nagaland
India,1997,Nagaland
Nigeria,1997,Lagos
Peru,1997,Junin
Colombia,1997,Antioquia
Colombia,1997,Cundinamarca
Colombia,1997,Antioquia
Colombia,1997,Bolivar
Algeria,1997,Mascara
Colombia,1997,Santander
Colombia,1997,Atlantico
Colombia,1997,Cesar
Philippines,1997,Misamis Oriental
Colombia,1997,Norte de Santander
Colombia,1997,Bogota
Colombia,1997,Antioquia
Iraq,1997,Sulaymaniyah
Algeria,1997,Djelfa
Colombia,1997,Cauca
Egypt,1997,Asyut
Nigeria,1997,Osun
Nigeria,1997,Osun
Nigeria,1997,Osun
Nigeria,1997,Osun
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Somalia,1997,Lower Juba
Spain,1997,Cantabria
Algeria,1997,Medea
Colombia,1997,Sucre
Colombia,1997,Magdalena
Colombia,1997,Sucre
Colombia,1997,Magdalena
Colombia,1997,Norte de Santander
Colombia,1997,Norte de Santander
Colombia,1997,Norte de Santander
Colombia,1997,Santander
Algeria,1997,Blida
Algeria,1997,Djelfa
Algeria,1997,Djelfa
Colombia,1997,Antioquia
Colombia,1997,Casanare
Philippines,1997,Metropolitian Manila
Turkey,1997,Tunceli
Algeria,1997,Medea
Colombia,1997,Valle del Cauca
India,1997,Jammu and Kashmir
Somalia,1997,Sanaag
Spain,1997,Basque Country
Algeria,1997,Djelfa
Algeria,1997,Blida
Algeria,1997,Constantine
Colombia,1997,Cauca
Colombia,1997,Tolima
Peru,1997,Ancash
Algeria,1997,Relizane
Algeria,1997,Algiers
Algeria,1997,Algiers
Algeria,1997,Oran
Algeria,1997,Algiers
Algeria,1997,Tlemcen
Algeria,1997,Ain Defla
Algeria,1997,Tissemsilt
Colombia,1997,Valle del Cauca
Colombia,1997,Magdalena
Colombia,1997,Magdalena
Colombia,1997,Antioquia
Colombia,1997,Valle del Cauca
El Salvador,1997,San Salvador
Turkey,1997,Adana
Algeria,1997,Algiers
Algeria,1997,Algiers
Algeria,1997,Algiers
Algeria,1997,Ain Defla
Algeria,1997,Tipaza
Colombia,1997,Cesar
Colombia,1997,Santander
Colombia,1997,Cundinamarca
Colombia,1997,Cesar
Colombia,1997,Antioquia
India,1997,Jammu and Kashmir
Algeria,1997,Mascara
Colombia,1997,Cesar
Colombia,1997,Atlantico
Colombia,1997,Norte de Santander
India,1997,Rajasthan
Somalia,1997,Bay
Turkey,1997,Sirnak
Colombia,1997,Cesar
Colombia,1997,Valle del Cauca
Colombia,1997,Antioquia
India,1997,Maharashtra
India,1997,Jammu and Kashmir
Algeria,1997,Algiers
Algeria,1997,Mascara
Algeria,1997,Algiers
Algeria,1997,Blida
Colombia,1997,Tolima
India,1997,Manipur
Algeria,1997,Algiers
Algeria,1997,Ain Defla
Turkey,1997,Istanbul
Algeria,1997,Algiers
Algeria,1997,Algiers
Colombia,1997,Putumayo
Colombia,1997,Sucre
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Egypt,1997,Minya
Colombia,1997,Sucre
Colombia,1997,Antioquia
India,1997,Bihar
Nigeria,1997,Ekiti
Peru,1997,Lima
Turkey,1997,Sanliurfa
Philippines,1997,Metropolitian Manila
Philippines,1997,Metropolitian Manila
Algeria,1997,Ain Defla
Algeria,1997,Algiers
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Pakistan,1997,Sindh
France,1997,Alsace
Spain,1997,Basque Country
Algeria,1997,Algiers
Colombia,1997,Antioquia
Algeria,1997,Sidi Bel Abbes
Algeria,1997,M'Sila
Algeria,1997,Medea
Colombia,1997,Sucre
Egypt,1997,Minya
Egypt,1997,Cairo
Spain,1997,Basque Country
Algeria,1997,Algiers
Colombia,1997,Antioquia
Spain,1997,Andalusia
Spain,1997,Andalusia
Colombia,1997,Antioquia
Colombia,1997,Sucre
Colombia,1997,Antioquia
Colombia,1997,Putumayo
Colombia,1997,Cesar
Colombia,1997,Cesar
Sri Lanka,1997,Eastern
Algeria,1997,Blida
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Bogota
Colombia,1997,Bogota
Colombia,1997,Bogota
Colombia,1997,Antioquia
Colombia,1997,Norte de Santander
Colombia,1997,Norte de Santander
Colombia,1997,Antioquia
Colombia,1997,Norte de Santander
Colombia,1997,Bogota
Colombia,1997,Bogota
Colombia,1997,Bogota
Colombia,1997,Bogota
Colombia,1997,Narino
Colombia,1997,Santander
Colombia,1997,Boyaca
Colombia,1997,Antioquia
Algeria,1997,Constantine
Algeria,1997,Boumerdes
Algeria,1997,Medea
Colombia,1997,Narino
Colombia,1997,Antioquia
France,1997,Corsica
Pakistan,1997,Punjab
Algeria,1997,Medea
Algeria,1997,Blida
Algeria,1997,Saida
Iraq,1997,Dihok
Iraq,1997,Dihok
Turkey,1997,Gaziantep
Algeria,1997,Medea
Algeria,1997,Saida
Colombia,1997,Norte de Santander
Colombia,1997,La Guajira
Iraq,1997,Dihok
Colombia,1997,Cundinamarca
Colombia,1997,Meta
United Kingdom,1997,Northern Ireland
Turkey,1997,Istanbul
Algeria,1997,Medea
Colombia,1997,Huila
Colombia,1997,Bolivar
Colombia,1997,Cundinamarca
Colombia,1997,Santander
Nigeria,1997,Delta
Pakistan,1997,Punjab
Colombia,1997,Bolivar
United Kingdom,1997,Northern Ireland
Egypt,1997,Cairo
Nigeria,1997,Lagos
Colombia,1997,Magdalena
Colombia,1997,Cesar
Egypt,1997,Asyut
Peru,1997,Lima
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Cundinamarca
Colombia,1997,Cesar
Algeria,1997,Medea
Colombia,1997,Antioquia
Algeria,1997,Algiers
Algeria,1997,Sidi Bel Abbes
Colombia,1997,Caqueta
Colombia,1997,Arauca
Colombia,1997,Huila
Colombia,1997,Magdalena
India,1997,Jammu and Kashmir
Philippines,1997,Metropolitian Manila
Algeria,1997,Algiers
Colombia,1997,Cauca
Pakistan,1997,Punjab
Peru,1997,Lima
Peru,1997,Lima
Somalia,1997,Bay
Colombia,1997,Antioquia
Colombia,1997,Meta
Colombia,1997,Risaralda
Colombia,1997,Cesar
Colombia,1997,Antioquia
Colombia,1997,Antioquia
India,1997,Assam
Nigeria,1997,Ondo
United Kingdom,1997,Northern Ireland
United Kingdom,1997,Northern Ireland
Pakistan,1997,Punjab
Algeria,1997,Algiers
Algeria,1997,Ain Defla
United Kingdom,1997,Northern Ireland
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Algeria,1997,Djelfa
Algeria,1997,Algiers
Algeria,1997,Blida
Colombia,1997,Cauca
Spain,1997,Andalusia
Spain,1997,Andalusia
Algeria,1997,Tlemcen
Algeria,1997,Algiers
Algeria,1997,Algiers
Algeria,1997,Setif
Colombia,1997,Santander
Colombia,1997,La Guajira
Peru,1997,San Martin
Peru,1997,San Martin
Algeria,1997,Blida
Colombia,1997,Norte de Santander
Colombia,1997,Norte de Santander
Colombia,1997,Norte de Santander
Colombia,1997,Norte de Santander
India,1997,Uttar Pradesh
India,1997,Delhi
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Pakistan,1997,Sindh
Algeria,1997,Medea
Colombia,1997,Bogota
Spain,1997,Catalonia
Sri Lanka,1997,Northern
Algeria,1997,Algiers
Algeria,1997,Blida
Colombia,1997,Antioquia
Colombia,1997,Meta
Colombia,1997,Antioquia
Algeria,1997,Tlemcen
Algeria,1997,Blida
Algeria,1997,Chlef
Colombia,1997,Meta
Sri Lanka,1997,Eastern
Turkey,1997,Istanbul
Algeria,1997,Blida
Algeria,1997,Saida
Algeria,1997,Saida
Colombia,1997,Antioquia
Philippines,1997,Maguindanao
Philippines,1997,Maguindanao
Colombia,1997,Bogota
Colombia,1997,Bogota
Colombia,1997,Narino
Colombia,1997,Antioquia
Colombia,1997,Bogota
Colombia,1997,Bogota
Peru,1997,Lima
Peru,1997,Lima
Colombia,1997,Cesar
India,1997,Delhi
India,1997,Delhi
India,1997,Delhi
Pakistan,1997,Punjab
Philippines,1997,Maguindanao
Spain,1997,Basque Country
Algeria,1997,Blida
Colombia,1997,Bolivar
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Santander
Colombia,1997,Arauca
Colombia,1997,Narino
Peru,1997,Ayacucho
Spain,1997,Basque Country
Algeria,1997,Blida
Algeria,1997,Blida
Algeria,1997,Tlemcen
Algeria,1997,Annaba
El Salvador,1997,San Salvador
Spain,1997,Basque Country
Algeria,1997,Tlemcen
Algeria,1997,Tlemcen
Egypt,1997,Minya
Egypt,1997,Minya
Egypt,1997,Minya
Philippines,1997,Maguindanao
Algeria,1997,Ain Defla
Philippines,1997,Basilan
Sri Lanka,1997,Western
Sri Lanka,1997,Western
Yemen,1997,Sanaa
Colombia,1997,Antioquia
Pakistan,1997,Punjab
Colombia,1997,Norte de Santander
Colombia,1997,Norte de Santander
Colombia,1997,La Guajira
Colombia,1997,Antioquia
Colombia,1997,Antioquia
India,1997,Delhi
India,1997,Delhi
Iraq,1997,Sulaymaniyah
Sri Lanka,1997,Northern
Sri Lanka,1997,Eastern
Algeria,1997,Constantine
Algeria,1997,Algiers
Algeria,1997,Sidi Bel Abbes
Algeria,1997,Saida
Algeria,1997,Jijel
Algeria,1997,El Oued
Colombia,1997,Arauca
Colombia,1997,Valle del Cauca
Colombia,1997,Cauca
Colombia,1997,Meta
Sri Lanka,1997,Northern
Pakistan,1997,Punjab
Pakistan,1997,Punjab
Sri Lanka,1997,Eastern
Turkey,1997,Tunceli
Yemen,1997,Abyan
Colombia,1997,Norte de Santander
Colombia,1997,Risaralda
Colombia,1997,Atlantico
Colombia,1997,Atlantico
Colombia,1997,Antioquia
Colombia,1997,Caqueta
Yemen,1997,Dhamar
Algeria,1997,Tipaza
Colombia,1997,Norte de Santander
Colombia,1997,Meta
India,1997,Bihar
India,1997,Jammu and Kashmir
Colombia,1997,Meta
Colombia,1997,Antioquia
Colombia,1997,Vaupes
Colombia,1997,Narino
Iraq,1997,Diyala
United Kingdom,1997,Northern Ireland
Algeria,1997,Saida
Algeria,1997,Blida
Colombia,1997,Meta
Colombia,1997,Meta
Colombia,1997,Antioquia
India,1997,Delhi
India,1997,Delhi
Philippines,1997,Lanao del Norte
Algeria,1997,Mascara
Algeria,1997,Medea
Algeria,1997,Boumerdes
Algeria,1997,Tlemcen
Turkey,1997,Sirnak
Algeria,1997,Beijaia
Colombia,1997,Arauca
United States,1997,New York
India,1997,Jammu and Kashmir
India,1997,Jammu and Kashmir
India,1997,Jammu and Kashmir
India,1997,Manipur
Pakistan,1997,North-West Frontier Province
Yemen,1997,Amanat Al Asimah
Colombia,1997,Caqueta
Colombia,1997,Norte de Santander
United Kingdom,1997,Northern Ireland
Philippines,1997,Rizal
Yemen,1997,Amanat Al Asimah
Colombia,1997,Antioquia
India,1997,Jammu and Kashmir
India,1997,Jammu and Kashmir
India,1997,Uttar Pradesh
India,1997,Jammu and Kashmir
India,1997,Jammu and Kashmir
India,1997,Jammu and Kashmir
India,1997,Jammu and Kashmir
Colombia,1997,Cordoba
Colombia,1997,Norte de Santander
India,1997,Uttar Pradesh
Pakistan,1997,Sindh
Colombia,1997,Valle del Cauca
Colombia,1997,Cauca
Algeria,1997,Boumerdes
Colombia,1997,Putumayo
Peru,1997,Lima
Peru,1997,Lima
Somalia,1997,Bakool
Algeria,1997,Algiers
Algeria,1997,Algiers
Algeria,1997,Chlef
Algeria,1997,Algiers
Colombia,1997,Bolivar
Colombia,1997,Cesar
Iraq,1997,Arbil
Iraq,1997,Arbil
Algeria,1997,Laghouat
Algeria,1997,Mascara
Colombia,1997,Valle del Cauca
India,1997,Tripura
Pakistan,1997,Punjab
Philippines,1997,Oriental Mindoro
Algeria,1997,Algiers
Algeria,1997,Medea
Algeria,1997,Bouira
Colombia,1997,Sucre
Sri Lanka,1997,Eastern
United States,1997,New York
United Kingdom,1997,Northern Ireland
Colombia,1997,Cundinamarca
Somalia,1997,Bakool
Algeria,1997,Medea
Colombia,1997,Antioquia
Colombia,1997,Magdalena
Colombia,1997,Antioquia
India,1997,Bihar
Pakistan,1997,Sindh
Egypt,1997,Qena
India,1997,Bihar
Algeria,1997,Ain Defla
India,1997,Bihar
Sri Lanka,1997,Western
Sri Lanka,1997,Western
Algeria,1997,Algiers
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Meta
Colombia,1997,Santander
Egypt,1997,Faiyum
Peru,1997,Junin
Turkey,1997,Trabzon
Turkey,1997,Tunceli
Turkey,1997,Tunceli
Algeria,1997,Djelfa
Colombia,1997,Bogota
India,1997,Bihar
Colombia,1997,Antioquia
Colombia,1997,Cesar
Colombia,1997,Cesar
Colombia,1997,Cesar
Egypt,1997,Luxor
Colombia,1997,Quindio
Colombia,1997,Antioquia
Colombia,1997,Cauca
Colombia,1997,Norte de Santander
Colombia,1997,Antioquia
Colombia,1997,Cauca
India,1997,Andhra Pradesh
United Kingdom,1997,Northern Ireland
Algeria,1997,Ain Defla
Algeria,1997,Algiers
Algeria,1997,Algiers
Colombia,1997,Choco
Colombia,1997,Santander
Somalia,1997,Bari
Turkey,1997,Mardin
Algeria,1997,Algiers
Colombia,1997,Meta
Spain,1997,Basque Country
Algeria,1997,Saida
Peru,1997,San Martin
Philippines,1997,Albay
Spain,1997,Basque Country
Algeria,1997,Sidi Bel Abbes
Colombia,1997,Antioquia
Colombia,1997,Norte de Santander
